,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
HS3ST1,0.29957592,-0.023806095,0.159204,0.19812137,0.03517568,-0.2785653,-0.01757145,-0.32005012,-0.010278821,-0.52644163,0.038160384,-0.17281473,0.07420331,-0.16533881,-0.06031692,-0.061009824,-0.18758774,0.0016361475,-0.18063635,-0.2554834
HS3ST3B1,0.50367415,-0.36477745,-0.017490983,-0.40576756,-0.004211068,-0.49982965,0.065121055,0.021734834,0.010502338,0.044575334,0.11251271,-0.21056831,0.010702014,0.14083087,-0.7397264,0.07547438,0.26629865,0.23971498,0.01591146,-0.23132265
HS6ST1,0.71312714,-0.06392971,0.25449246,-0.087518245,-0.52281916,-0.23348778,0.029787421,0.08035451,0.0026583672,-0.71622545,-0.027705729,-0.1665309,-0.14202297,-0.04983321,-0.2474226,-0.0027276576,0.04274547,-0.66447705,-0.10207817,-0.3288895
HSBP1,-0.92449784,-0.015670061,0.23943782,0.075632334,0.060015917,-0.8678198,-0.01334548,0.055462122,0.068980455,-0.31548142,-0.026524067,-0.013530254,0.2623856,0.025314093,-0.49958825,0.00923872,-0.007909536,-0.32010078,0.010126829,0.023686886
HSBP1L1,0.71133375,0.061309338,0.076788664,0.09237528,0.1774311,0.27540326,0.024276972,-0.089907646,-0.0048577785,0.24279356,0.07542968,0.10167956,0.12986064,0.15780926,0.2847612,0.025939941,-0.026804209,0.29625893,-0.0025808811,0.0018119812
HSCB,0.23943186,-0.24451613,0.5354762,0.118643045,0.028568506,-0.4269123,0.0041663647,-0.15061498,0.04104972,-0.47764778,0.027096272,0.05464554,0.34939647,0.1362145,0.3520429,0.0057697296,-0.1825571,-0.26269555,-0.0034928322,0.001001358
HSD11B1L,0.50047934,0.14351308,0.12911856,0.0013262033,-0.26041567,0.097718835,-0.008225441,0.107482076,0.0264436,-0.29546916,-0.1367867,0.09935796,-0.25628507,-0.13344288,0.753054,0.012475252,-0.11013448,-0.9403676,-0.008866191,0.011765957
HSD17B10,0.41667223,0.13549626,0.19269586,0.10898411,0.007921457,-0.04927516,-0.033903122,-0.13048351,0.0022619963,-0.35244226,-0.102216005,0.15150309,-0.003477931,0.24734735,0.8979261,0.01051724,-0.118899345,-0.79031736,-0.04182756,0.06695688
HSD17B11,-0.43244958,0.007337332,-0.22031665,-0.03837347,0.19059777,-1.086545,0.00088214874,-0.02591014,0.022280216,-0.111699104,0.05042553,0.11135936,-0.14958382,-0.091683865,-0.61919093,0.029706955,0.2151072,0.113373995,0.006532669,-0.04040003
HSD17B12,0.7881209,-0.0023126602,-0.015081465,0.2330035,0.4590273,-0.20171553,0.023534894,0.10128021,-0.018027425,0.33344775,0.031150877,-0.09263605,0.44888854,0.30882806,-0.5093023,0.015035272,0.14783442,0.09236932,0.05185306,-0.3855124
HSD17B14,0.34604967,-0.0634402,0.21949112,0.038057566,0.33775866,0.07968545,-0.017735362,0.021344423,0.027418137,0.18115938,-0.00769794,0.056391954,0.18625557,0.33049583,0.5622983,0.010237098,-0.13878644,-0.034222007,0.019282103,0.052028894
HSD17B4,0.3049314,0.23649335,-0.1734525,0.02540946,0.32329857,-0.5543411,-0.042948127,0.02259612,0.040462613,-0.32729506,-0.053614378,0.25140643,0.34982562,0.4264593,-0.39804578,0.053721666,0.22903383,-0.49248636,0.065776706,-0.12636185
HSD17B7,1.2913287,0.3139794,0.17012954,0.1869142,-0.11430383,-0.22252202,-0.037628412,0.25565624,-0.0065624714,-0.08792877,-0.09152889,0.25963187,-0.05274415,0.25305152,0.45450926,0.034081936,-0.23006797,-0.10544658,0.07665157,0.041288137
HSD17B8,0.9657055,-0.04223585,0.15746653,0.49597025,0.31097233,0.13862848,0.008285046,-0.1277566,-0.007468462,-0.08019209,-0.013774633,0.013440847,-0.090542436,-0.16223788,0.7967442,-0.047576427,-0.2271831,-0.40749013,-0.09996593,0.026422739
HSDL1,0.55769086,0.0022947788,0.258255,-0.10047257,0.0038027763,-0.54448247,-0.05349219,0.18129349,0.001591444,-0.2211839,0.056180358,0.019288063,-0.023624301,-0.14699101,-0.8421421,-0.0026792288,-0.09612441,-0.3108561,-0.034296513,-0.0764817
HSDL2,-0.74935555,-0.32534003,-0.25628805,-0.16543269,0.3641069,-1.0295749,0.0032007694,-0.115317106,-0.0006735325,0.06508231,-0.029098988,-0.07607937,0.10802746,-0.19151568,-0.9079397,0.04093051,0.119906664,0.2634406,-0.028586388,0.19676685
HSF1,0.8727014,0.18279552,0.07209182,-0.19472837,-0.088751316,0.30874014,-0.0008046627,-0.21039248,0.023633242,0.09525418,0.014740229,0.10006428,0.26678443,0.25320053,0.7195711,-0.01052618,-0.06428957,-0.27450323,0.042003393,0.022172928
HSF2,1.3841748,-0.100159645,0.18151999,0.4385501,-0.107872486,-0.2675593,0.012156367,-0.04206896,-0.028306246,-0.108641386,-0.03514588,-0.06266832,0.13489723,-0.018715858,-0.013190508,0.007778406,-0.05389452,-0.00053048134,-0.05580187,-0.32137036
HSF4,0.78032017,0.31962395,-0.07557869,-0.056135654,0.13359189,-0.664258,0.015449524,0.28562546,0.022900105,0.09201765,0.025641918,0.43728352,-0.08298159,-0.04159808,0.5467117,-0.0032424927,0.068080425,-0.54333806,0.09479523,0.24021864
HSH2D,0.9927511,0.28369427,-0.14110208,0.17725825,0.024837255,0.104177,-0.0145196915,-0.13977885,-0.025749207,0.13890266,0.0018835068,0.25141835,-0.16989112,-0.034105778,0.7525444,0.02105236,-0.016891956,0.07497072,0.04195571,-0.0377357
HSP90AA1,0.77430606,-0.07991195,0.19699931,0.26156306,-0.074368715,-0.20048618,0.032627583,0.036096573,-0.039625168,0.12779236,-0.09102821,0.24193525,0.26911497,0.23895502,0.45388937,0.006145239,-0.1408875,0.73195696,0.091171265,0.1639247
HSP90AB1,0.88949203,0.09996295,-0.005465746,0.19075274,-0.09847283,0.20421147,0.0024974346,-0.11163354,-0.030881166,0.09765625,-0.13205409,0.215137,0.26406646,0.3001988,0.7473588,-0.013178587,-0.15884638,0.31536222,0.077193975,-0.033950806
HSP90B1,0.8335918,0.014081597,-0.13403893,0.051936507,0.029316545,0.07505417,0.025591254,-0.29557943,-0.03821999,0.05413294,-0.095009804,0.17119497,0.3558159,0.62831044,0.35860986,-0.07265359,0.011481345,0.16191304,-0.08467883,-0.37776232
HSPA13,1.0671288,-0.012266636,0.2800852,0.10101199,0.23660064,-0.028589368,-0.00013411045,-0.14916658,-0.024139881,0.06017685,0.1011163,-0.15565753,0.3642589,0.19412935,-0.41243732,-0.012293458,-0.018703938,0.46460927,0.0073224306,-0.24069846
HSPA14,0.34028292,-0.07687807,0.3463328,0.34047365,0.09409189,-0.6666124,0.024160743,0.08760989,0.066781044,-0.23801923,0.063580275,-0.066268444,0.16352534,-0.07879734,-0.9201318,0.0132113695,0.052547455,-0.05172193,-0.01784563,-0.094130635
HSPA1A,0.42966604,0.040203333,-0.2675116,-0.01193881,-0.0803411,0.10623336,0.021189451,0.03760457,-0.04707575,0.22394061,-0.09151697,0.38155317,0.14991164,0.1558125,0.6513834,0.0029802322,-0.05016923,0.6754339,0.120699406,0.28594732
HSPA1B,0.73616505,-0.008940697,-0.16764402,0.04555583,0.044190884,0.29500127,0.019836426,-0.08753538,-0.0592947,0.23100972,-0.048935413,0.25048256,0.2886057,0.19830465,0.556463,-0.016599894,-0.047183037,0.63021183,0.09691715,0.11700392
HSPA1L,0.0992775,0.0007420778,-0.17696917,0.00988543,-0.13326705,-0.7031739,0.024300814,0.20645857,-0.036883354,-0.22615194,0.009161234,0.18547773,-0.30232072,-0.3136158,-0.29174685,0.020253658,-0.0015616417,0.032952428,-0.057142973,0.27915537
HSPA4,0.4579246,0.0020116568,0.17702281,0.11039078,-0.17863512,-0.7022172,0.072050095,-0.21623075,-0.0064104795,-0.12345314,-0.095933676,-0.059893727,0.20163655,0.40060282,0.17916262,0.026622415,-0.045400858,-0.31963885,0.012215972,-0.48814118
HSPA4L,0.35463125,0.27904212,0.27341992,0.3143102,0.18757582,0.005030632,-0.0025376678,0.20828247,-0.038689375,0.19633621,-0.052675605,0.17281324,0.5471125,0.46093836,-0.18520951,0.028273463,0.045655668,0.05517006,0.15398562,-0.12499392
HSPA5,0.37579536,0.16875267,-0.24456978,-0.47172308,-0.05028248,0.27771592,0.0346303,-0.5030751,-0.04541874,0.09986162,-0.064229965,0.15000105,0.36696196,0.33373833,0.37325025,-0.050383806,0.047934055,0.4885614,-0.03324747,0.01911521
HSPA6,0.52541494,0.1550734,-0.29466748,0.04003048,-0.20424724,-0.39362907,0.020617247,0.14563799,-0.07352233,-0.02540946,-0.15664697,0.58291554,0.0063478947,-0.050586462,0.62735677,0.030261278,0.09018779,0.73813796,0.080782175,0.62422156
HSPA8,0.8784652,-0.08916259,0.107848644,0.42143464,-0.3943622,-0.056260824,0.01784563,-0.0054061413,-0.027668476,-0.08366108,-0.17905235,0.24570227,0.18737912,0.059604645,0.7408738,0.004798174,-0.26409626,0.46254396,0.053966045,0.07727742
HSPA9,1.1909962,0.045788288,0.04428625,0.25851727,-0.058734417,0.14996529,-0.0019669533,-0.28439164,0.002092123,-0.15103221,-0.11616349,0.007367134,0.2053082,0.33177733,0.36845207,-0.004732609,-0.08314848,-0.13831854,-0.03656745,-0.33957958
HSPB1,0.47588944,0.07453561,0.13062954,0.06234646,-0.16872883,0.37440062,0.002837181,-0.05711317,-0.049716234,0.17405748,-0.09709597,0.29723644,0.2324462,0.24641752,0.97738504,-0.0093102455,-0.20837784,0.51413774,0.0844717,0.20651221
HSPBAP1,0.02425909,0.36877394,-0.1350522,-0.35321116,0.5104542,-0.7645309,-0.030362606,-0.033444166,-0.04053116,0.12915134,0.18580556,0.027245283,-0.42190552,-0.28328896,-0.64225197,0.015127659,0.10534525,-0.020968914,0.10891557,0.11227131
HSPBP1,1.0136515,0.016397238,0.18018782,0.10049045,-0.19640625,0.20959973,0.0126719475,-0.13181567,-0.014066696,-0.09562969,-0.078070164,0.07751882,-0.096052885,0.2547711,0.6780982,0.01526773,-0.08735061,-0.7526785,-0.09047389,0.041088462
HSPD1,0.9624243,0.09519458,0.17108917,0.3153205,-0.075906515,0.08915067,0.023663044,-0.025135279,-0.023150444,0.077587366,-0.098735094,0.176543,0.31917095,0.30356646,0.5512893,-0.008839369,-0.14473796,0.5306184,0.079244375,-0.048458576
HSPE1,0.67014694,0.0008940697,0.2446413,0.35417676,-0.009322166,0.034946203,0.01155138,-0.011122227,-0.045228004,0.21739602,-0.055229664,0.246948,0.22178888,0.16821623,0.79639554,-0.0022888184,-0.18606186,0.5101085,0.109303,0.09611249
HSPH1,0.7911384,0.055539608,0.03951192,0.20881295,-0.12308359,0.13046265,0.007879734,-0.041133165,-0.0331223,0.14311671,-0.099259615,0.27208328,0.31309724,0.3006041,0.5764067,-0.0031292439,-0.13177991,0.6545484,0.07916093,0.07573366
HTATIP2,-0.58465004,-0.1198709,-0.14534593,-0.08854866,0.13496876,-0.96924305,0.009793043,0.046002865,0.034457445,-0.16155243,0.04671812,0.0041127205,-0.10176897,-0.0057816505,-0.5219281,0.018376112,0.20456314,-0.25155544,-0.05517602,0.0037789345
HTATSF1,1.1620075,-0.1263529,0.17243028,0.49857795,-0.06314516,-0.27278066,0.007197261,-0.030940771,-0.0392735,-0.3946483,-0.09126365,0.052389503,0.098878145,0.21266043,-0.22903383,-0.0035017729,-0.08433461,-0.41545928,-0.04095733,-0.22651255
HTRA1,-0.24613291,-0.07221699,0.18452108,-0.38691908,-0.050643086,-0.47355145,0.051176548,0.039371848,0.044943392,-0.5789861,0.11314005,-0.0019386411,0.16979128,-0.07725656,-0.45754015,-0.02078116,0.3447935,-0.16953945,-0.04606545,0.03220439
HTRA2,0.7736504,0.1330316,0.049489737,0.33456683,0.12227297,-0.073730946,0.009715557,0.23686886,-0.0076413155,0.05838871,0.16772747,0.17098188,0.13922453,0.028520823,0.14775991,-0.029581785,0.010800362,-0.32519102,0.1057744,0.062453747
HTT,1.1113048,0.043183565,-0.09725094,-0.2535522,-0.26357174,0.20896196,0.0007748604,-0.04467964,-0.0034451485,0.0016093254,-0.11485815,0.08651018,0.24998188,0.24193525,0.31075478,0.016903877,-0.050759315,-0.39451122,0.052767992,-0.1049459
HUS1,1.0962963,0.0126719475,0.14089346,-0.053060055,-0.18134117,-0.5175829,0.0004887581,-0.17873645,-0.030851364,0.06184578,-0.053733587,0.06263256,0.3960967,0.33746362,0.23573637,0.015342236,-0.008517504,0.19683838,0.030601025,-0.055468082
HUS1B,0.85918903,0.028216839,0.05210638,0.20308495,-0.081932545,0.35573244,0.03093481,-0.21227598,0.010848045,0.1816988,0.04643202,0.07002354,-0.010681152,0.09403229,0.98392963,-0.003874302,-0.16835928,0.020802021,0.12382269,-0.050473213
HUWE1,1.1182904,0.14139414,-0.28381348,-0.0032365322,-0.19398928,0.40882826,0.001424551,-0.012212992,-0.009578466,0.07414818,-0.19048452,0.14306903,0.043213367,0.30468702,0.37825108,0.00295043,-0.06469488,-0.2739668,0.0210464,-0.20141602
HVCN1,0.31650364,0.39617717,0.036787987,0.18125772,-0.20856261,-0.33038557,0.017794967,-0.21533668,0.042518973,-0.753814,0.018757582,-0.04736483,-0.31109154,-0.572297,-0.105291605,-0.010278821,-0.042253733,-0.4750669,-0.025603175,-0.044104457
HYAL2,-0.42848587,0.085794926,0.13674498,-0.32668114,0.10160804,-0.5301595,-0.0071287155,0.10372996,0.037884712,-0.09111166,0.120157,-0.18832684,-0.05272627,-0.1085639,-0.73406696,0.006556511,0.14966726,-0.7914901,-0.012105703,-0.07443428
HYAL3,0.17956495,0.3260374,0.13408065,0.8828759,0.436759,0.41971207,-0.05301237,0.17661452,0.004607439,0.22671223,0.062823296,0.21146536,0.40095448,0.30845404,0.5606055,0.020968914,0.15026331,-0.41909218,0.14865398,-0.3077984
HYLS1,0.31576753,0.083470345,0.1310885,0.052785873,-0.18354058,-0.49962997,-0.017118454,0.24195313,0.04913211,-0.30207038,0.0127494335,0.12488365,-0.20949244,0.120300055,-0.2593398,0.044184923,0.083732605,-0.84347725,-0.08059144,0.01641512
HYOU1,1.025331,0.027304888,-0.21938682,-0.08742213,-0.15705228,0.43358803,0.003862381,-0.25434494,-0.044298172,0.09101629,-0.15907288,0.07247329,0.25436878,0.44189095,0.49612522,-0.046145916,-0.046223402,0.07877946,-0.037384033,-0.25746822
HYPK,1.024127,0.23993254,-0.23123026,0.16230345,-0.015044212,0.019145012,-0.032174587,0.1208663,-0.013816357,0.14759302,-0.03182888,0.21753311,0.04066229,-0.17580986,0.13109446,-0.04079342,0.007987022,0.32904148,0.10713339,0.034701824
IAH1,0.27406812,-0.13401061,0.7122323,0.4801795,0.13148338,-0.81973374,-0.0010207295,0.24708658,0.0261724,-0.18953979,0.03682375,0.11333972,0.25607497,-0.012052059,0.27165115,0.06510615,-0.013637543,-0.35381466,0.12799203,0.09085089
IARS2,0.95954984,-0.08411715,-0.040926132,0.31595975,0.010342896,-0.33909985,-0.00072419643,-0.19506525,0.013260543,-0.383705,-0.040048454,-0.10011504,0.033067167,0.026857853,-0.4349158,0.036382675,-0.00083744526,-0.67308706,-0.055958424,-0.3347204
IBA57,0.45421124,-0.16793013,0.08690357,0.4386127,-0.18959641,0.6213546,-0.0013530254,0.27205944,-0.0077426434,-0.17580986,-0.14315248,0.09229183,0.52919984,0.5241573,0.017255545,0.029581785,0.19812584,-0.42456388,-0.015181303,0.1083374
IBTK,1.1772201,-0.016339123,0.11867434,0.48760772,-0.10035187,-0.17933995,0.020453334,-0.087060034,-0.0039726496,-0.37878603,-0.10420829,-0.009892881,0.13215095,0.1536727,-0.4124686,0.0016063452,-0.02706945,-0.10044873,-0.10393709,-0.3357947
ICA1,-0.096425414,0.15255809,0.33541024,0.62081516,0.94640255,0.06285608,-0.04631579,0.30273497,0.042301416,0.4899174,0.19054711,0.07030666,0.3046304,0.068584085,-0.19300282,-0.030061603,0.07611811,-0.44138134,0.15762746,-0.1177758
ICA1L,1.1531204,0.017851591,0.2006203,0.2588749,0.022903085,0.14214516,-0.05622506,0.006362796,-0.00526309,-0.3737688,-0.07554293,0.085529685,-0.055983663,0.050982833,-0.19768775,-0.0069737434,-0.20863712,-0.23495257,-0.0023007393,0.08929968
ICAM1,0.78324676,0.39869547,-0.22050738,-0.23085475,0.12020469,0.17952919,0.0019848347,-0.60262084,-0.05134344,0.14870763,-0.053608418,0.03388524,0.15537739,0.16117692,0.27093887,-0.056892633,0.04557371,0.29155016,-0.07787943,-0.2603233
ICAM2,1.2576342,0.10339022,0.09050071,0.14223754,-0.13279021,0.14367104,0.0037819147,-0.10281205,0.003913045,-0.09599924,-0.046268106,0.13800561,0.049829483,0.11649132,0.99754333,-0.0032901764,-0.09365976,-0.26724935,0.05105138,-0.09447634
ICAM3,-0.3349483,0.15650988,-0.20249784,-0.26410818,0.12333989,-0.70049465,0.01462996,0.03311634,-0.0028192997,-0.05144477,0.036284328,-0.022491813,-0.28966963,-0.32092333,-0.42935312,0.004005432,0.12568533,-0.39934218,-0.016063452,0.094264746
ICE1,1.5193582,-0.15135184,0.124154985,0.2838023,-0.20414889,-0.16867742,0.003992021,0.03246814,0.0030256808,-0.28859004,-0.088235736,-0.16022846,0.09562448,0.12122244,-0.64547807,0.02418533,-0.09869039,-0.20910501,-0.048284233,-0.38290247
ICE2,1.1819452,-0.18363148,0.16147122,0.5999446,-0.14525503,-0.44821352,0.008936971,0.14576688,-0.003196299,-0.44228435,-0.080016255,0.03041476,-1.1920929e-05,-0.03209114,-0.41081607,-0.0036597252,-0.09607971,-0.35094768,-0.06818026,-0.22211969
ICMT,0.8585498,-0.098882616,0.045473874,0.15953481,-0.33794641,-0.25131702,0.0046283007,-0.038315356,0.030520558,-0.5198851,-0.04245788,0.12123585,0.06573498,0.28354228,0.022815168,-0.00372082,0.029915571,-0.5792931,-0.1117304,-0.16137362
ICOS,1.4318168,0.035452843,0.30252337,0.58855414,-0.08422732,0.08015633,0.019842386,0.008124113,-0.020343065,0.15722513,-0.09250045,-0.15640855,0.063210726,-0.1162529,0.42521954,0.023514032,-0.19866228,0.00744462,0.035113096,-0.27726293
ICOSLG,0.9478092,-0.11810064,-0.012230873,-0.43801665,-0.48677325,0.3186822,0.07491112,0.017285347,-0.022047758,-0.05723834,0.022524595,-0.16462207,0.0051617622,-0.0045120716,0.23772717,-0.058060884,-0.11807084,0.026291609,-0.08841753,-0.068336725
ID1,0.37312806,0.039941072,0.26534498,-0.15375614,0.0083088875,0.29493272,0.0051885843,-0.2860427,-0.023192167,0.004708767,0.04838109,-0.086423755,0.44937134,0.39209723,0.09138882,-0.038293004,-0.059473515,0.430125,0.042411685,0.09641051
ID2,1.4361322,-0.018110871,0.17271042,0.2103746,-0.0761956,0.17472506,-0.02219379,-0.06444454,-0.018662214,-0.21794438,-0.10918677,0.10203123,0.121974945,0.24170876,0.14110208,0.037401915,-0.22668839,0.099775195,0.025725365,0.006505847
ID3,0.91572404,0.21057725,0.28303862,0.42844415,-0.17809272,0.33463836,0.033646822,-0.11450648,-0.0026285648,-0.05607605,-0.0070035458,0.01861453,-0.011277199,-0.21089911,0.5710304,-0.017040968,-0.25559664,0.123506784,-0.03413558,-0.014191866
IDE,0.83999187,-0.02136007,0.19107908,0.23560971,0.05057752,-0.44886023,0.015919656,0.044644624,0.024582446,-0.27157962,-0.054688007,0.05031526,0.30456483,0.32381415,-0.21200031,0.021723658,0.06484687,-0.56321025,0.032527,-0.22820234
IDH1,-0.4616499,0.016325712,0.103759766,0.03426671,0.040137768,-0.59115887,0.0055789948,0.16452074,0.07053614,-0.38933754,0.043815374,0.0135064125,0.14953613,0.16066432,-0.7566929,0.018000603,0.18895864,-0.4365921,-0.005441904,-0.05182028
IDH2,0.85873604,0.16961098,0.15345216,0.1893878,-0.011789799,0.20930767,-0.004339218,-0.21150112,0.010859966,-0.15078783,-0.08208752,0.071299076,0.22131205,0.2456963,0.7446408,0.0033259392,-0.106179714,-0.41166544,0.0027775764,-0.102096796
IDH3A,1.0982215,0.22538304,0.19113421,0.27406216,-0.17707944,-0.26627183,0.037020445,-0.13545752,0.008124113,-0.4099965,-0.08935928,-0.11359453,0.23671985,0.06876588,-0.07798672,0.006633997,0.047707558,-0.41421056,0.0060796738,-0.3976941
IDH3B,0.84891915,0.19912124,0.033652782,-0.06906986,-0.06309152,0.068980455,-0.037497282,-0.26428103,0.008755922,-0.22728443,-0.06817579,0.14156103,0.029557943,0.09238124,0.9180248,7.1525574e-05,-0.12869239,-0.7243514,0.012910366,0.00333786
IDH3G,0.5138993,0.28688312,-0.0078082085,-0.38800836,-0.018393993,0.14191866,-0.008112192,-0.3692031,-0.018823147,-0.07915497,-0.02925992,0.050777197,0.13836622,0.10480881,0.9209275,-0.011575222,-0.1149416,-0.56431293,0.03246069,0.082194805
IDI1,-0.054955482,-0.2204597,0.27772486,-0.22682846,0.19116402,-0.47103167,0.020471215,0.029155612,0.023797154,0.13521612,0.13472736,-0.2407074,0.3006637,-0.0043600798,-0.90403855,0.020051003,0.1272887,0.29487312,0.09302795,0.064215064
IDNK,-0.34565926,-0.3108263,0.20833611,-0.14067292,0.13884306,-0.7402897,0.024342537,-0.08084774,0.0577271,-0.0654459,0.101941824,-0.24995804,-0.10983944,-0.11535883,-0.5649388,0.051414967,0.077301264,-0.758481,-0.0705719,0.2122581
IDO1,1.0103464,0.45970678,0.28022528,0.44175386,-0.28637648,0.33823252,-0.029039383,0.043118,-0.050365925,0.24849176,-0.17462969,0.1373887,0.07470846,0.09522438,0.76812506,-0.001847744,-0.18993616,-0.20946264,0.1274705,-0.3051877
IDS,0.710167,0.036281347,-0.43240637,-0.2502188,-0.044821203,-0.46453625,0.02257675,-0.13978332,0.006134808,-0.21893084,0.03863871,-0.124028325,-0.5603865,-0.48757493,-0.5867928,-0.00039041042,0.15324354,0.17425418,-0.090008974,-0.10191351
IDUA,1.2292743,0.24477243,0.108128786,0.07773638,-0.006186962,0.19181967,0.02092719,-0.06469488,-0.00538826,-0.10603666,-0.051498413,0.14044046,0.046396255,-0.08792281,0.5720973,-0.0243783,-0.07535815,-0.15482903,0.020766258,0.15029907
IER2,0.0034868717,0.47155172,-0.008039176,-0.14714599,-0.06107837,0.026883185,0.047776103,-0.55423826,-0.013922155,0.13780892,0.0731796,-0.100670755,-0.29762238,-0.42669773,0.71540624,-0.02232641,-0.16590357,-0.2900198,-0.06413758,-0.02541691
IER3,0.8357167,0.33102036,0.11781454,-0.20760298,-0.18560886,0.09212494,0.023949146,-0.3630042,-0.035858154,0.18821955,0.22671223,0.1106143,0.14214516,-0.031161308,0.18000603,-0.045764446,0.067830086,0.5277157,0.0034093857,-0.044739246
IER3IP1,0.7814124,-0.17838478,0.37911534,0.534907,0.01951158,-0.45640916,-0.036218762,0.011768937,0.026008487,-0.3489703,0.008356571,0.11538267,0.3285125,0.20249635,-0.035506487,0.0012814999,-0.10037422,-0.07805526,-0.038954616,-0.1725167
IER5,1.1240661,0.32473207,0.007736683,0.19213557,-0.22201538,0.22982955,0.0041782856,-0.12989044,-0.03169775,-0.10908842,-0.051534176,0.20601153,0.27569532,0.022470951,0.27501583,-0.030952692,-0.127244,0.52711964,0.04849434,0.07686019
IER5L,0.47608614,0.62526464,0.117880106,-0.12527108,-0.23730397,0.2281487,0.045901537,-0.48536658,0.04928112,-0.5300224,-0.070273876,0.011998415,0.10815859,-0.34258962,0.311023,-0.061792135,-0.1993239,-0.092452765,-0.011187792,0.361377
