,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16
PEX11B,-0.20846725,0.07542968,0.056129694,-0.35741925,0.030308962,-0.03810525,-0.20665228,0.22252798,-0.1549989,0.6156385,-0.16282797,-0.30424,-0.052955747,-0.16960502,0.19714236,-0.05917847
PEX11G,0.003668666,-0.0038653612,0.07939041,-0.22897422,0.16677678,0.14327765,-0.5282253,-0.11751354,-0.08574128,0.12254417,-0.029799342,-0.0042915344,-0.027224422,-0.2257824,-0.28135478,-0.74634254
PEX12,-0.44594407,-0.17816126,0.005555153,-0.2285868,0.025713444,0.12322068,-0.14679432,-0.11584759,0.18184185,0.16775131,0.0022232533,-0.6230295,0.18340349,-0.09228587,0.36944747,-0.34086406
PEX13,-0.019425154,-0.06258488,0.09863675,-0.121855736,0.08033514,0.008630753,-0.22263527,-0.0844121,-0.08644462,0.114005804,-0.04939139,-0.12218952,0.4738897,0.1621902,1.1001647,-0.26181638
PEX14,0.047534704,0.55978,-0.009101629,0.18703341,-0.099635124,-0.32980442,0.35054088,0.45449734,-0.16522408,0.2506256,0.031092763,0.2557814,-0.2107203,0.045621395,0.80755055,0.06046295
PEX16,-0.067567825,0.68573356,0.069478154,0.08692145,0.06740987,-0.10332465,0.047284365,0.6216958,-0.28827786,0.5028933,-0.26329458,-0.21707416,-0.40397942,-0.061695278,0.52693486,0.18358529
PEX19,0.074493885,0.4752457,-0.03194511,-0.44796467,0.04490018,-0.27578473,-0.2589941,0.19732118,-0.3174752,0.5546868,-0.098228455,0.3044963,-0.20540059,-0.11784434,0.8820236,-0.42589307
PEX2,-0.11694133,-0.55895,0.025111437,-0.23568273,0.13102889,-0.0061303377,-0.59862435,-0.16821623,-0.31218827,0.43245703,-0.10976195,-0.33542663,0.43192953,0.058296323,0.5795136,-0.32532066
PEX26,-0.25450885,0.59586465,-0.00090897083,0.31544566,-0.11318326,-0.28075576,0.185363,0.3373906,0.1003325,0.05156696,0.07760078,-0.030617416,-0.08224994,0.1342386,1.1008934,0.1490429
PEX3,-0.19634515,0.0146612525,0.13605356,0.05605519,-0.11867583,-0.32387376,-0.26476532,0.13092905,-0.057682395,0.28881282,0.04720092,-0.07389039,0.019820035,0.10860115,1.2456939,0.15363246
PEX5,-0.2341181,0.58026016,-0.22199005,0.20923167,-0.037167966,-0.26566088,-0.052388012,0.046896935,-0.001437962,0.12536496,0.0997141,-0.056909025,-0.1342833,0.061555207,1.0431141,-0.5854294
PEX6,-0.19410104,0.15681386,0.11893958,-0.25906563,-0.11563301,0.13272911,0.49001426,0.7275313,-0.025317073,0.2512753,-0.07030219,-0.81183314,0.28767437,0.10075271,0.4191488,0.2109617
PEX7,0.11892915,0.11405349,-0.19976199,0.10980964,0.015085936,-0.30703247,-0.38883686,0.00066161156,-0.22917092,0.32410026,0.14609396,0.05889535,-0.32987595,0.16885996,1.1647224,-0.06083548
PF4,0.35115182,-0.22981018,-0.435403,-0.5382493,-0.25998354,-0.25728196,0.30699372,0.22997707,0.2788648,0.04811585,0.13938099,-0.5445495,0.07289797,0.032824278,-0.19689947,-0.15387833
PF4V1,-0.1373589,-0.024157763,-0.24906993,0.08127689,-0.24479032,-0.11275411,0.21904111,-0.28392076,0.082951784,-0.13715029,0.446707,-0.26215315,-0.21418333,0.11612773,-0.49849153,-0.24816394
PFAS,-0.28538704,0.4744053,-0.12956262,0.438869,0.004696846,-0.16657114,0.12181401,0.21409988,0.03784299,-0.039088726,0.09523034,0.013792515,-0.41315556,0.183177,1.1660755,-0.3311932
PFDN1,0.32589734,0.3461063,0.02515316,0.15462935,-0.23827553,-0.28640628,-0.2538234,0.118243694,-0.27475953,0.42589307,0.1510799,0.35071075,-0.29968917,0.17178953,0.91772974,0.3814131
PFDN2,0.59998035,0.12612343,0.11766553,0.41166842,-0.10250956,-0.021454692,0.04966855,0.20664483,-0.12499094,-0.092443824,0.032694638,0.06382316,-0.22547245,0.21415353,0.76046586,0.7628381
PFDN4,-0.10047555,-0.96914023,0.037911534,-0.018419325,0.18083453,-0.05594492,-0.3680721,-0.392811,-0.27942806,0.17191768,-0.012561679,-0.11523068,0.44092536,0.1997605,0.5532086,0.35326183
PFDN5,0.4011333,-1.0992467,0.101581216,0.0526011,0.13944209,-0.14562309,-0.5491227,-0.13843179,-0.3570497,0.18227696,-0.08328855,-0.38513243,0.18977523,0.46768785,-0.18399358,0.7242888
PFDN6,0.13719201,-0.0944823,0.3355801,-0.12254119,-0.32741427,0.106200576,0.11040568,0.4372239,-0.24349093,0.39720237,-0.14049113,-0.41743815,0.19924045,0.061053038,0.8130461,0.67747235
PFKFB2,0.01091361,-0.7187009,-0.081282854,-0.53789616,0.36990047,0.053483248,-0.40721893,-0.29371977,-0.3447175,-0.013107061,-0.15369654,0.63635707,0.36812425,-0.35714507,-0.108772516,-0.834775
PFKFB3,0.24757087,-0.0107854605,-0.07689893,0.07991195,-0.28086007,0.030884147,-0.1000613,-0.005748868,-0.2178371,-0.40150583,0.11909902,0.65261424,0.15022159,-0.08586943,0.0015646219,-0.75552166
PFKFB4,0.13454854,-0.19724071,0.12322962,-0.6059915,-0.01654923,0.28181374,-0.085482,0.015684962,-0.2719432,0.12817085,-0.17201006,0.08594394,0.40119886,-0.27745962,-0.4545778,-0.60401857
PFKL,0.048586726,0.75133145,0.025039911,0.37826002,-0.20355582,-0.21024644,0.34504533,0.5012959,-0.036510825,0.13453066,-0.0042825937,0.12522638,-0.3844738,0.12079775,0.6810874,0.2582729
PFKM,-0.18281564,0.3938794,-0.122796744,0.1939848,-0.060032308,-0.18857718,0.33635348,0.23638606,-0.018115342,-0.03322363,0.27694702,0.12738854,-0.19197613,-0.070652366,1.0624379,0.47402233
PFKP,-0.24764836,0.5861357,0.27025342,0.33201426,-0.28968155,-0.23610741,0.403291,0.3933534,-0.20826906,-0.091046095,0.3474489,0.28366596,-0.24297833,0.11382997,0.89641064,0.29510707
PFN1,0.18180162,0.3148198,0.19828379,-0.08251071,-0.2491504,-0.21454692,-0.14687926,0.7892996,-0.043834746,0.3520593,-0.3318414,0.15371442,-0.17566234,-0.11509359,-0.09111166,0.37108958
PFN2,-0.49011707,-0.045326352,-0.09350926,0.31925887,0.19895583,-0.029064715,-0.014142692,-0.16302466,-0.19118339,-0.009469688,0.29504895,-0.101555884,-0.13151169,-0.13449937,1.0518461,0.120446086
PGAM1,0.44727623,0.15065372,0.007119775,-0.4208833,-0.21949708,-0.27023554,-0.3779918,0.30645132,-0.2176553,0.27405322,-0.08991957,0.5312443,-0.10727048,-0.26868582,0.02208352,-0.332731
PGAM5,-0.19057989,0.31983107,0.09427667,0.20752251,-0.38394928,-0.18054247,0.11981577,0.21710396,-0.07637143,0.24963021,0.13168752,0.051416457,-0.02283454,0.049471855,1.1052251,0.29259324
PGAP1,-0.02078265,0.09804964,0.026591122,0.47912002,0.047279894,-0.25451183,-0.2712518,-0.111112,0.11737943,-0.51098317,0.24116486,0.122223794,0.050200522,0.09910166,0.877583,-0.069503486
PGAP2,0.15161335,0.37861466,0.119166076,0.21148026,-0.155361,0.2966985,-0.02001822,0.43694824,-0.18337518,-0.06471723,-0.107604265,-0.108250976,-0.094649196,-0.21609664,0.20761043,-0.23836792
PGAP3,-0.3715992,0.4946947,-0.06754398,0.5473435,-0.1506865,-0.28421283,0.31374097,0.3886044,-0.117093325,0.2560556,0.037568808,-0.16508102,-0.579834,0.35446882,0.8313477,0.20772815
PGBD2,-0.17669201,-0.2057299,-0.12768283,-0.20272285,0.049570203,-0.06459579,0.05892068,-0.13367757,0.033207238,0.07699877,-0.033535063,-0.41175038,0.41523427,0.15960932,1.1227213,-0.3952481
PGBD4,-0.2513051,-0.114515424,-0.011223555,0.28099418,0.2430439,0.2919227,-0.0264287,-0.16221404,0.013405085,0.11790097,-0.100147724,-0.41424334,0.1949668,0.16349256,1.1412308,-0.2962768
PGD,0.17180741,-0.46328902,0.104120374,-0.7128805,-0.069239736,0.0544101,-0.3097862,0.20751357,-0.27176142,0.17933547,-0.2870798,0.3664106,0.38934648,-0.4613191,-0.6909758,-0.43438673
PGGHG,0.045236945,0.3799349,0.123915076,0.2118051,0.13452172,0.5273402,0.62093437,0.4120171,-0.26554465,-0.08672476,-0.3110081,-0.3712088,-0.10967255,-0.04055202,-0.13881922,-0.39752424
PGGT1B,-0.29930174,-0.2631575,0.011026859,-0.26880652,-0.039455295,0.0870049,-0.31740218,-0.23436844,-0.09358227,0.3263265,0.020878017,-0.31581223,0.44849664,0.036101043,0.6837651,-0.5092889
PGK1,0.14758706,-0.1263678,0.18479228,-0.4127711,-0.11211038,0.06186366,-0.4609555,0.21448135,-0.29251575,0.1964122,-0.29585063,0.34538507,0.24234653,-0.3937751,-0.33190548,-0.6533861
PGLS,0.34151226,0.26043877,0.106119365,-0.3348939,-0.05164668,0.11736229,0.020959228,0.37938654,-0.24086088,0.59372187,-0.21066517,-0.40671006,-0.085199624,0.008263439,-0.03726557,0.2822779
PGLYRP2,0.2890587,-0.07452965,0.23485422,0.10356903,0.31821728,0.181216,-0.42967796,0.41718483,-0.29431581,-0.24840236,-0.2327323,0.08838773,0.11393428,-0.16252398,-0.28965473,0.16018152
PGM1,0.15299916,0.006712973,0.058744848,-0.6919727,0.107359886,-0.06183237,-0.038821995,0.5381316,-0.3561169,-0.044719875,-0.19328743,0.14950484,0.1284957,-0.39390177,-0.21042377,-0.25794208
PGM2,-0.052073598,-0.39117634,0.092321634,-0.53753555,-0.00034570694,0.16777217,-0.30230284,-0.015816092,-0.08794665,0.27035773,-0.126791,-0.34958124,0.4745692,-0.100657344,0.18916428,-0.3204614
PGM2L1,-0.2288431,-0.33137798,-0.043863058,0.06297827,0.13562143,-0.1730591,-0.4332006,-0.08905828,-0.05530119,0.038427114,-0.015822053,-0.16879737,0.518167,-0.0713855,0.66618025,-0.20653605
PGM3,-0.34893453,-0.09242445,0.030013919,0.036603212,-0.014221668,0.029560924,-0.08765161,-0.116838515,-0.057655573,0.066141784,0.25430173,-0.32149106,0.11333078,0.13995618,1.2534469,0.09660274
PGP,0.3471613,0.2345264,-0.11070371,0.04976988,0.30278563,-0.07098317,0.11680126,0.49367547,-0.1774013,0.55043995,-0.2817273,-0.11049509,-0.022649765,-0.020390749,0.8308053,0.0875324
PGPEP1,-0.07301271,0.5307317,0.051432848,0.09306371,-0.07392168,-0.03362894,0.14440417,0.116720796,-0.38768053,0.23778677,-0.04428923,0.41129887,0.016131997,-0.1282543,0.40323734,-0.2555549
PGRMC1,0.106692314,-0.22677183,-0.57765394,-0.6787196,-0.09543151,-0.2243802,-0.018070638,-0.3680855,0.058324635,0.15720427,0.3901705,-0.6940156,0.2498135,0.10736138,0.41901618,-0.5254626
PGRMC2,-0.17856583,0.4397884,0.05159974,0.27516857,-0.0035837293,-0.31489804,0.004990399,0.063917786,-0.020036846,-0.05873069,0.21686554,0.24481341,-0.18470362,0.058321655,1.2440764,0.14128312
PGS1,0.18478036,-0.14051795,0.02798438,-0.43933392,-0.12202859,0.37187338,-0.084501505,-0.107973814,-0.41465163,0.2542436,-0.14840364,0.24905205,0.35694242,-0.3036797,-0.2788961,-0.8969188
PHACTR1,0.24088621,0.35325736,-0.039042532,0.26928782,0.03286898,0.048045814,0.22132993,-0.03067404,-0.27429014,-0.51130205,0.10923743,0.55686533,-0.29517114,0.141415,0.3102541,-0.34337044
PHACTR2,-0.11948198,-0.017477572,0.06335527,-0.05108416,-0.18013865,-0.34608394,-0.47544688,0.052806735,0.057786703,-0.05122423,0.14572889,0.26243925,0.34463257,0.06505549,0.80054104,-0.27396232
PHACTR4,-0.35119802,0.5149916,-0.14426559,0.20395964,-0.012001395,-0.23209006,-0.066144764,0.16783476,-0.06689131,0.04518032,0.22506565,0.08020997,-0.042386353,0.05248189,1.1111468,-0.26918352
PHAX,-0.3214121,-0.05353391,0.07201135,0.008144975,-0.24354756,-0.20456314,-0.16143322,0.11335909,-0.26459694,0.30480325,0.106185675,-0.24916232,0.18090904,0.2463013,1.0969728,0.14058352
PHB2,0.29940605,0.21812022,0.025627017,0.01783371,-0.013574958,-0.32417178,-0.22976398,0.38450062,-0.28482974,0.6164491,-0.107464194,-0.17175972,-0.26307106,0.10048151,0.79768896,0.38192272
PHC1,-0.23745,0.47733486,-0.051513314,0.60062706,-0.12408793,-0.25457442,0.23819804,0.2477318,-0.015887618,-0.35549104,0.16772449,-0.2283752,-0.2659738,0.24912655,0.8793324,0.021317601
PHC2,0.09192824,-0.21386147,0.043547153,-0.7173091,0.15497208,0.2546519,0.03617704,-0.19340515,-0.6189585,0.23254752,-0.10779202,0.45237243,0.085279346,-0.14297664,-0.51768124,-0.7645428
PHC3,-0.30100867,0.032880157,-0.064178556,0.137683,0.17159432,0.045263767,-0.10968894,-0.18256754,0.03535673,-0.24344027,0.12679994,0.068279356,0.26414916,0.11871979,1.0467827,-0.67576617
PHETA1,-0.1722753,0.5418569,-0.05595833,-0.041626394,-0.3195919,-0.0057689846,0.186342,0.14479458,-0.17763376,0.5827114,0.17298609,-0.5718067,-0.08501336,0.03580749,0.6336123,0.26563108
PHETA2,0.13118982,0.4332289,-0.11173338,-0.57120025,-0.15296638,-0.10609627,0.055865943,-0.024227798,0.20937324,0.9548813,-0.029630959,-0.14423877,0.09432733,-0.16577095,0.4767552,0.01565516
PHF1,0.17644167,0.63298345,-0.115680695,0.65315366,0.03889799,-0.22637248,-0.049698353,0.29093623,-0.055223703,-0.29665828,0.05093813,0.26662946,-0.4098177,0.1570344,0.46454072,-0.02066493
PHF10,0.023502111,0.2473101,-0.094266236,0.3779456,-0.025430322,-0.26317835,-0.05286336,0.031997263,-0.010417402,-0.15088171,0.2519071,0.061516464,-0.05569309,0.20616204,1.2748138,-0.083875656
PHF11,-0.01616776,0.19193888,0.42978823,0.32155812,-0.29521585,0.22258759,-0.4496634,0.3406495,-0.03745854,-0.0675112,-0.037816167,-0.33060908,0.0977844,0.13025999,1.1789054,0.13541281
PHF12,0.015643239,0.6994188,0.06635785,-0.06521344,0.08704662,0.3570974,0.26820004,0.10011494,-0.16502142,-0.36542565,-0.046376884,-0.017556548,-0.0343889,0.08185953,0.40703118,-1.0351092
PHF13,0.19552335,0.6594196,-0.056491047,0.2039738,-0.05378723,0.021365285,0.005619228,-0.22577494,-0.20164251,-0.29554442,0.25155693,0.59340745,-0.2732709,0.10970011,0.52963346,-0.48630238
PHF14,-0.18492937,-0.050717592,0.12672246,0.21000803,-0.16686171,-0.07559657,-0.14930815,0.15404671,-0.05195886,0.012789667,0.11791587,-0.44455528,0.03053248,0.2630934,1.2794167,0.40109158
PHF19,0.084513426,0.43212175,-0.004786253,0.5408287,-0.13394952,-0.31044483,0.22263527,0.49200058,0.19440055,-0.091564655,-0.11534691,0.070780516,-0.19988418,0.16506314,0.9385228,0.39116144
PHF2,-0.24368465,0.2998188,-0.13973266,0.07484257,0.04748553,0.058701634,-0.14235675,-0.15167892,0.15439391,-0.13618916,0.12798011,-0.07053912,0.28385818,0.20498186,1.0577068,-0.96372217
PHF20,-0.039315224,0.42442083,-0.009208918,0.27458668,0.19575953,0.051033497,0.16427636,-0.017666817,-0.0078856945,-0.40928125,0.17936826,0.0025451183,-0.30235648,0.3883958,0.8613646,-0.3970325
PHF20L1,0.21716505,-0.37614852,-0.021120906,0.019732118,0.11958331,0.2503857,-0.32491684,-0.2243951,-0.15884787,-0.19093305,-0.057457387,-0.024040043,0.42043477,0.18348247,0.61810166,-0.80529004
PHF21A,0.055122375,-0.14715791,0.1273632,-0.5829632,-0.4231155,0.49123168,0.17687678,-0.17024875,-0.5553901,-0.048285723,0.018036366,-0.057172775,0.6224632,-0.21566153,-0.34279227,-0.9363234
PHF23,0.2993405,0.2643168,0.08547604,-0.36704838,-0.17837286,0.36604702,0.46283603,0.07696748,-0.39353967,-0.05505085,0.034731627,-0.19695461,-0.033694506,0.11231601,-0.26319623,-0.31560957
PHF3,-0.24086908,-0.00036731362,0.06823912,-0.022093207,-0.106711686,0.2114065,-0.06640032,-0.3012851,-0.17377585,-0.40196553,0.2828665,-0.06272867,0.31768084,0.17142966,1.031004,-0.7921331
PHF5A,0.49249196,-0.7145949,0.12534298,-0.15819557,0.038861856,0.09264536,-0.37944803,-0.03673993,-0.36302397,0.2197139,-0.1603052,-0.5289987,0.24957731,0.35942683,0.6070748,0.27780086
PHF6,-0.02565533,-0.07285774,-0.1003325,0.19054413,0.042796135,-0.15526265,-0.19178241,-0.09818077,0.020031631,-0.026214123,0.14578253,-0.021742284,0.34909248,0.16986132,1.4118224,-0.20766705
PHF7,0.06260276,0.594908,-0.22906959,0.14520884,0.46163797,-0.04645586,0.10479689,0.012567639,-0.012636185,0.27303994,0.091183186,0.27407408,-0.44550896,-0.018286705,0.81211627,-0.01090467
PHF8,-0.0374794,0.24686456,-0.11769533,0.3935337,0.01797676,0.019288063,-0.07413626,0.10086298,0.15140772,-0.3595829,-0.04389882,0.08379221,0.1558423,0.029444695,0.8384943,-0.78284144
PHGDH,0.14910102,0.08978248,0.3140211,0.008749962,-0.005747378,-0.041119754,-0.23406595,0.17696321,0.0047266483,-0.068198144,0.07224083,0.6865695,-0.1893714,-0.22669137,0.38467348,0.5484551
PHIP,0.0063225627,-0.35038888,-0.083205104,8.940697e-05,0.18082857,0.10597408,-0.3605157,-0.3059417,-0.07600039,-0.065129995,-0.019103289,-0.05365908,0.53405315,0.17433465,0.93631893,-0.82755536
PHKA2,-0.11981875,-0.15281886,0.08804947,-0.48918724,0.14971644,0.34979582,0.13124943,0.22649467,-0.016258657,0.045855343,-0.36858022,-0.24710745,0.4164517,-0.20444989,0.06480664,-0.86541474
PHKB,-0.24348944,0.0080779195,0.001360476,-0.2911821,-0.07954389,0.1265809,-0.111949444,-0.09385347,0.07584691,0.24102181,0.1802206,-0.22054464,0.29859245,0.005839765,1.1963755,-0.4264936
PHKG1,-0.05453527,0.47848523,0.0071167946,0.4023835,0.16122311,0.13618022,0.3681168,0.2388984,0.009287894,-0.21423101,-0.08532703,-0.08355379,0.045394897,0.07574558,0.73937774,-0.12939572
PHKG2,0.18339455,0.65802634,0.115290284,0.11346638,-0.0133395195,0.019681454,0.28273165,0.73257387,-0.20077229,0.3447622,-0.22999048,-0.39644837,-0.22652745,0.02810359,0.4943639,0.15456378
PHLDA1,0.14944673,0.45966208,-0.040775537,0.43783188,-0.09180009,-0.31801164,0.016200542,0.03273189,0.09920299,-0.38682818,0.30097067,0.36923885,-0.27043223,0.15572608,0.89613795,0.118765235
PHLDA2,0.43193698,0.20930469,-0.025421381,0.5466312,-0.14494956,0.18784404,-0.100791454,-0.29466897,0.08163452,-0.1656577,0.25844723,0.63418597,-0.16332269,0.17394423,0.10666996,0.4200846
PHLDB2,-0.26601553,0.15586615,-0.074863434,0.52753687,-0.010949373,-0.25419593,0.27363896,-0.05810857,-0.017309189,-0.25497675,0.19562244,0.06425977,-0.043928623,0.31330585,1.080656,0.07714629
PHLDB3,0.03761053,0.5485147,-0.08866489,0.7724166,-0.10443926,-0.39519817,0.10469258,0.36756098,0.031232834,-0.110951066,0.20558238,0.019410253,-0.47480315,0.10397434,0.8885056,0.35429
PHLPP2,-0.28277487,0.08991808,-0.22992119,0.4957363,0.122941285,-0.2692461,0.27633756,-0.18247813,0.2789274,-0.2179198,0.21552294,0.04388541,0.014290959,0.07739961,1.2009934,0.21056235
PHPT1,0.09658933,0.29972792,0.17639399,0.38110018,-0.21144152,-0.0842154,0.42199492,0.3494501,-0.10698438,0.19510984,0.014168024,0.09151697,-0.25583506,0.23411512,0.5603969,0.7221639
PHRF1,-0.25544167,0.81970096,-0.05323887,0.51020384,-0.14771223,-0.04991293,0.5338073,0.4271984,0.029754639,-0.17336011,0.06799698,-0.13579726,-0.27545094,0.120186806,0.8894205,-0.25131702
PHTF1,0.056272745,-0.3047675,-0.0626117,-0.3472954,0.17694831,0.22778213,-0.33702254,-0.13662279,-0.43878257,-0.07177591,-0.060501695,0.25636256,0.34573674,-0.23825169,-0.06955266,-0.9851217
PHTF2,0.16812533,0.0057443976,-0.14094263,0.22914559,0.1445368,-0.090396404,-0.3193453,-0.1342684,-0.11073947,-0.03157258,0.094653666,0.046110153,0.1790598,0.18560588,1.1569486,-0.21561831
PHYH,0.19611567,0.08966401,0.030848384,0.27111396,-0.061003864,-0.08876212,0.10431297,0.07713139,-0.09092912,-0.16631186,0.2742611,0.30760244,-0.21787062,0.20533204,0.7339515,0.6301992
PHYHD1,-0.17431676,0.3099993,0.038968027,0.12787133,0.25581717,0.05441904,0.676173,0.031505525,-0.1195699,-0.0437513,0.12579858,-0.009432435,-0.33620298,0.010433793,0.6796479,0.56894124
PHYKPL,0.09891987,0.09637475,0.057721138,0.12192726,0.06990433,0.17428398,-0.14306307,0.6458342,-0.25086403,0.41576028,-0.4217744,-0.17174482,0.058221817,-0.04376769,0.55494905,-0.3174901
PI16,-0.51904917,0.48502684,0.124555826,0.3584206,-0.1662299,-0.16075373,0.05940497,0.2933383,0.09918511,0.09563565,0.210464,-0.5931735,-0.44217408,0.02669692,0.6993979,0.2995625
PI4K2A,0.060242414,0.6973207,-0.07068515,0.36553144,-0.16727448,-0.15401244,0.25892556,-0.03659129,-0.06276965,0.03595352,0.21790862,0.36397576,-0.34074783,0.17387867,0.73524714,0.23004413
PI4K2B,-0.024558604,0.0018209219,-0.085920095,0.35809278,0.028602779,-0.26988983,-0.2060026,-0.087964535,0.07734299,-0.06632656,0.11949837,0.14679581,0.17670095,0.22909492,1.2722597,-0.121587515
PI4KA,-0.25417805,0.76173544,-0.06886721,0.39424896,-0.16789436,-0.14642477,0.3188789,0.32931566,0.16384721,-0.1903534,0.14292002,-0.10304451,-0.22531152,0.15488863,0.9043813,-0.40879846
PI4KB,0.038212538,0.7332146,-0.20034909,0.24347901,0.07376671,0.026255846,0.22275448,0.36429763,0.2374351,-0.028312206,-0.15283227,-0.38175583,-0.03929138,0.08909702,1.1559963,-0.36075115
PIAS1,0.12805611,-0.057789683,0.029283762,-0.6145552,-0.23389757,0.33965707,0.060361624,-0.07661432,-0.26121438,-0.36515594,-0.0104263425,-0.18548816,0.40305555,0.04247725,0.120809674,-0.833513
PIAS2,-0.1603216,-0.023704767,0.10211468,-0.20484328,0.30177832,0.52435994,0.43107867,-0.2889514,-0.23325682,0.15975237,-0.04940927,-0.37577152,0.1945883,0.12296438,0.78080297,-0.09993911
PIAS3,-0.3401041,0.53638595,-0.044590235,-0.065121055,-0.2362594,-0.0607796,0.15212521,0.17640889,-0.38041472,-0.0055886805,0.17543584,-0.024912506,0.08341223,0.08681938,0.85363984,-0.5262919
PIAS4,-0.25340766,0.8179307,0.040002167,-0.25577992,-0.09622425,0.036762655,0.20532161,0.47379732,-0.59150606,0.21404177,-0.015331805,0.15085638,-0.0385046,-0.1888305,0.2401784,-0.3250718
PIBF1,-0.053066015,-0.3491223,-0.05759597,0.110667944,0.10395646,-0.065732,-0.28693676,-0.086170435,-0.03618598,0.04553795,0.0969708,-0.32464266,0.31858087,0.23013353,1.4967263,-0.21506548
PICALM,0.046652555,0.026291609,0.040775537,-0.44689178,-0.39164126,0.4084587,-0.15086532,-0.29371977,-0.27532876,-0.013548136,0.08426309,-0.1416713,0.36697388,0.027927756,0.21100044,-0.9390116
PICK1,0.09494722,-0.08319914,-0.13823807,-0.33895075,0.46871006,0.3222376,0.6538868,0.05839765,-0.46353042,0.4279524,-0.2017945,-0.35393536,0.011441112,-0.08985102,0.23587644,-0.25268495
PID1,0.20626783,0.6431103,-0.22417009,0.4734367,-0.17460883,-0.17669499,-0.009152293,-0.04143119,-0.035318732,0.12863874,0.38135648,0.42854548,-0.36621094,0.24734735,0.7396996,0.05172491
PIDD1,0.20905137,0.44559836,-0.021463633,0.5054295,0.06657243,-0.10697842,0.46664476,0.4639387,0.016969442,-0.0073969364,-0.08740425,0.033563375,-0.33448935,0.14128089,0.6719172,0.34564734
PIEZO1,-0.050774217,0.5761206,-0.013247132,0.530687,-0.17889142,-0.13069808,0.3436029,0.30648708,0.08023679,-0.03373325,0.10368824,0.025716424,-0.16090572,0.25649667,0.99698305,0.13371408
PIF1,0.18035471,-0.025236607,0.04786253,0.28098524,-0.0009834766,-0.17078519,0.27277172,0.14511943,0.05557239,-0.07650852,0.07069111,0.4382789,-0.10406077,0.25911927,0.857985,0.5301565
